date,region,customer_segment,sku,order_quantity,revenue,is_promotional,season
2023-03-28,Northeast,Retail,SKU_123,1414,56560,1,Winter
2023-03-28,West,Wholesale,SKU_456,1808,90400,1,Winter
2023-03-29,Northeast,Retail,SKU_123,1021,40840,0,Winter
2023-03-29,West,Wholesale,SKU_456,2589,129450,0,Winter
2023-03-30,Northeast,Retail,SKU_123,982,39280,0,Winter
2023-03-30,West,Wholesale,SKU_456,1903,95150,1,Winter
2023-03-31,Northeast,Retail,SKU_123,1225,49000,1,Winter
2023-03-31,West,Wholesale,SKU_456,3506,175300,0,Winter
2023-04-01,Northeast,Retail,SKU_123,2207,88280,0,Spring
2023-04-01,West,Wholesale,SKU_456,2143,107150,0,Spring
2023-04-02,Northeast,Retail,SKU_123,1003,40120,0,Spring
2023-04-02,West,Wholesale,SKU_456,2378,118900,0,Spring
2023-04-03,Northeast,Retail,SKU_123,861,34440,1,Spring
2023-04-03,West,Wholesale,SKU_456,2359,117950,0,Spring
2023-04-04,Northeast,Retail,SKU_123,1195,47800,0,Spring
2023-04-04,West,Wholesale,SKU_456,3077,153850,0,Spring
2023-04-05,Northeast,Retail,SKU_123,1086,43440,0,Spring
2023-04-05,West,Wholesale,SKU_456,3693,184650,0,Spring
2023-04-06,Northeast,Retail,SKU_123,1529,61160,0,Spring
2023-04-06,West,Wholesale,SKU_456,2821,141050,0,Spring
2023-04-07,Northeast,Retail,SKU_123,1071,42840,0,Spring
2023-04-07,West,Wholesale,SKU_456,3960,198000,0,Spring
2023-04-08,Northeast,Retail,SKU_123,1188,47520,0,Spring
2023-04-08,West,Wholesale,SKU_456,2276,113800,0,Spring
2023-04-09,Northeast,Retail,SKU_123,1413,56520,1,Spring
2023-04-09,West,Wholesale,SKU_456,3637,181850,0,Spring
2023-04-10,Northeast,Retail,SKU_123,1800,72000,1,Spring
2023-04-10,West,Wholesale,SKU_456,2455,122750,0,Spring
2023-04-11,Northeast,Retail,SKU_123,1156,46240,0,Spring
2023-04-11,West,Wholesale,SKU_456,5241,262050,0,Spring
2023-04-12,Northeast,Retail,SKU_123,1054,42160,1,Spring
2023-04-12,West,Wholesale,SKU_456,2331,116550,0,Spring
2023-04-13,Northeast,Retail,SKU_123,1299,51960,0,Spring
2023-04-13,West,Wholesale,SKU_456,2969,148450,0,Spring
2023-04-14,Northeast,Retail,SKU_123,2509,100360,0,Spring
2023-04-14,West,Wholesale,SKU_456,2007,100350,0,Spring
2023-04-15,Northeast,Retail,SKU_123,2516,100640,0,Spring
2023-04-15,West,Wholesale,SKU_456,2455,122750,0,Spring
2023-04-16,Northeast,Retail,SKU_123,765,30600,1,Spring
2023-04-16,West,Wholesale,SKU_456,1727,86350,0,Spring
2023-04-17,Northeast,Retail,SKU_123,1209,48360,0,Spring
2023-04-17,West,Wholesale,SKU_456,3201,160050,0,Spring
2023-04-18,Northeast,Retail,SKU_123,1548,61920,0,Spring
2023-04-18,West,Wholesale,SKU_456,2713,135650,0,Spring
2023-04-19,Northeast,Retail,SKU_123,1088,43520,0,Spring
2023-04-19,West,Wholesale,SKU_456,4759,237950,1,Spring
2023-04-20,Northeast,Retail,SKU_123,2563,102520,0,Spring
2023-04-20,West,Wholesale,SKU_456,1534,76700,0,Spring
2023-04-21,Northeast,Retail,SKU_123,1507,60280,0,Spring
2023-04-21,West,Wholesale,SKU_456,2411,120550,0,Spring
2023-04-22,Northeast,Retail,SKU_123,983,39320,0,Spring
2023-04-22,West,Wholesale,SKU_456,1613,80650,0,Spring
2023-04-23,Northeast,Retail,SKU_123,1569,62760,0,Spring
2023-04-23,West,Wholesale,SKU_456,2394,119700,1,Spring
2023-04-24,Northeast,Retail,SKU_123,1098,43920,0,Spring
2023-04-24,West,Wholesale,SKU_456,4357,217850,0,Spring
2023-04-25,Northeast,Retail,SKU_123,1308,52320,1,Spring
2023-04-25,West,Wholesale,SKU_456,2957,147850,1,Spring
2023-04-26,Northeast,Retail,SKU_123,2281,91240,1,Spring
2023-04-26,West,Wholesale,SKU_456,1603,80150,0,Spring
2023-04-27,Northeast,Retail,SKU_123,830,33200,1,Spring
2023-04-27,West,Wholesale,SKU_456,1834,91700,0,Spring
2023-04-28,Northeast,Retail,SKU_123,2167,86680,0,Spring
2023-04-28,West,Wholesale,SKU_456,4633,231650,0,Spring
2023-04-29,Northeast,Retail,SKU_123,985,39400,0,Spring
2023-04-29,West,Wholesale,SKU_456,4895,244750,0,Spring
2023-04-30,Northeast,Retail,SKU_123,827,33080,0,Spring
2023-04-30,West,Wholesale,SKU_456,2838,141900,0,Spring
2023-05-01,Northeast,Retail,SKU_123,1366,54640,0,Spring
2023-05-01,West,Wholesale,SKU_456,3509,175450,1,Spring
2023-05-02,Northeast,Retail,SKU_123,1047,41880,0,Spring
2023-05-02,West,Wholesale,SKU_456,3144,157200,0,Spring
2023-05-03,Northeast,Retail,SKU_123,1216,48640,0,Spring
2023-05-03,West,Wholesale,SKU_456,3279,163950,1,Spring
2023-05-04,Northeast,Retail,SKU_123,963,38520,0,Spring
2023-05-04,West,Wholesale,SKU_456,3105,155250,1,Spring
2023-05-05,Northeast,Retail,SKU_123,1388,55520,0,Spring
2023-05-05,West,Wholesale,SKU_456,2258,112900,0,Spring
2023-05-06,Northeast,Retail,SKU_123,1914,76560,1,Spring
2023-05-06,West,Wholesale,SKU_456,3483,174150,0,Spring
2023-05-07,Northeast,Retail,SKU_123,1521,60840,0,Spring
2023-05-07,West,Wholesale,SKU_456,3033,151650,1,Spring
2023-05-08,Northeast,Retail,SKU_123,1413,56520,0,Spring
2023-05-08,West,Wholesale,SKU_456,4160,208000,1,Spring
2023-05-09,Northeast,Retail,SKU_123,2737,109480,0,Spring
2023-05-09,West,Wholesale,SKU_456,2189,109450,1,Spring
2023-05-10,Northeast,Retail,SKU_123,964,38560,0,Spring
2023-05-10,West,Wholesale,SKU_456,3968,198400,0,Spring
2023-05-11,Northeast,Retail,SKU_123,1117,44680,0,Spring
2023-05-11,West,Wholesale,SKU_456,2350,117500,0,Spring
2023-05-12,Northeast,Retail,SKU_123,753,30120,0,Spring
2023-05-12,West,Wholesale,SKU_456,3380,169000,0,Spring
2023-05-13,Northeast,Retail,SKU_123,3112,124480,0,Spring
2023-05-13,West,Wholesale,SKU_456,4770,238500,0,Spring
2023-05-14,Northeast,Retail,SKU_123,1303,52120,1,Spring
2023-05-14,West,Wholesale,SKU_456,2607,130350,0,Spring
2023-05-15,Northeast,Retail,SKU_123,1684,67360,0,Spring
2023-05-15,West,Wholesale,SKU_456,1529,76450,1,Spring
2023-05-16,Northeast,Retail,SKU_123,1270,50800,0,Spring
2023-05-16,West,Wholesale,SKU_456,1997,99850,0,Spring
2023-05-17,Northeast,Retail,SKU_123,962,38480,0,Spring
2023-05-17,West,Wholesale,SKU_456,2692,134600,0,Spring
2023-05-18,Northeast,Retail,SKU_123,357,14280,1,Spring
2023-05-18,West,Wholesale,SKU_456,1969,98450,0,Spring
2023-05-19,Northeast,Retail,SKU_123,2531,101240,0,Spring
2023-05-19,West,Wholesale,SKU_456,1878,93900,0,Spring
2023-05-20,Northeast,Retail,SKU_123,1035,41400,0,Spring
2023-05-20,West,Wholesale,SKU_456,4600,230000,0,Spring
2023-05-21,Northeast,Retail,SKU_123,1727,69080,0,Spring
2023-05-21,West,Wholesale,SKU_456,3898,194900,0,Spring
2023-05-22,Northeast,Retail,SKU_123,2250,90000,0,Spring
2023-05-22,West,Wholesale,SKU_456,3568,178400,0,Spring
2023-05-23,Northeast,Retail,SKU_123,1139,45560,0,Spring
2023-05-23,West,Wholesale,SKU_456,3739,186950,0,Spring
2023-05-24,Northeast,Retail,SKU_123,1714,68560,0,Spring
2023-05-24,West,Wholesale,SKU_456,2605,130250,1,Spring
2023-05-25,Northeast,Retail,SKU_123,1345,53800,0,Spring
2023-05-25,West,Wholesale,SKU_456,4409,220450,1,Spring
2023-05-26,Northeast,Retail,SKU_123,1678,67120,0,Spring
2023-05-26,West,Wholesale,SKU_456,3492,174600,1,Spring
2023-05-27,Northeast,Retail,SKU_123,784,31360,0,Spring
2023-05-27,West,Wholesale,SKU_456,4990,249500,1,Spring
2023-05-28,Northeast,Retail,SKU_123,1539,61560,0,Spring
2023-05-28,West,Wholesale,SKU_456,2031,101550,1,Spring
2023-05-29,Northeast,Retail,SKU_123,727,29080,0,Spring
2023-05-29,West,Wholesale,SKU_456,1503,75150,0,Spring
2023-05-30,Northeast,Retail,SKU_123,1966,78640,0,Spring
2023-05-30,West,Wholesale,SKU_456,3868,193400,0,Spring
2023-05-31,Northeast,Retail,SKU_123,1946,77840,0,Spring
2023-05-31,West,Wholesale,SKU_456,4443,222150,1,Spring
2023-06-01,Northeast,Retail,SKU_123,1822,72880,1,Spring
2023-06-01,West,Wholesale,SKU_456,4555,227750,1,Spring
2023-06-02,Northeast,Retail,SKU_123,1557,62280,0,Spring
2023-06-02,West,Wholesale,SKU_456,4512,225600,0,Spring
2023-06-03,Northeast,Retail,SKU_123,2659,106360,0,Spring
2023-06-03,West,Wholesale,SKU_456,2222,111100,0,Spring
2023-06-04,Northeast,Retail,SKU_123,1728,69120,1,Spring
2023-06-04,West,Wholesale,SKU_456,2933,146650,0,Spring
2023-06-05,Northeast,Retail,SKU_123,722,28880,0,Spring
2023-06-05,West,Wholesale,SKU_456,4900,245000,1,Spring
2023-06-06,Northeast,Retail,SKU_123,919,36760,0,Spring
2023-06-06,West,Wholesale,SKU_456,3691,184550,0,Spring
2023-06-07,Northeast,Retail,SKU_123,2449,97960,0,Spring
2023-06-07,West,Wholesale,SKU_456,3612,180600,0,Spring
2023-06-08,Northeast,Retail,SKU_123,1320,52800,0,Spring
2023-06-08,West,Wholesale,SKU_456,2469,123450,0,Spring
2023-06-09,Northeast,Retail,SKU_123,2269,90760,0,Spring
2023-06-09,West,Wholesale,SKU_456,2561,128050,0,Spring
2023-06-10,Northeast,Retail,SKU_123,2325,93000,0,Spring
2023-06-10,West,Wholesale,SKU_456,3236,161800,0,Spring
2023-06-11,Northeast,Retail,SKU_123,1570,62800,0,Spring
2023-06-11,West,Wholesale,SKU_456,1235,61750,1,Spring
2023-06-12,Northeast,Retail,SKU_123,1283,51320,0,Spring
2023-06-12,West,Wholesale,SKU_456,4371,218550,1,Spring
2023-06-13,Northeast,Retail,SKU_123,588,23520,0,Spring
2023-06-13,West,Wholesale,SKU_456,2823,141150,1,Spring
2023-06-14,Northeast,Retail,SKU_123,1214,48560,0,Spring
2023-06-14,West,Wholesale,SKU_456,3085,154250,0,Spring
2023-06-15,Northeast,Retail,SKU_123,1776,71040,1,Spring
2023-06-15,West,Wholesale,SKU_456,3655,182750,1,Spring
2023-06-16,Northeast,Retail,SKU_123,1213,48520,0,Spring
2023-06-16,West,Wholesale,SKU_456,2431,121550,0,Spring
2023-06-17,Northeast,Retail,SKU_123,1420,56800,0,Spring
2023-06-17,West,Wholesale,SKU_456,3664,183200,0,Spring
2023-06-18,Northeast,Retail,SKU_123,487,19480,0,Spring
2023-06-18,West,Wholesale,SKU_456,2504,125200,0,Spring
2023-06-19,Northeast,Retail,SKU_123,660,26400,0,Spring
2023-06-19,West,Wholesale,SKU_456,1385,69250,0,Spring
2023-06-20,Northeast,Retail,SKU_123,817,32680,0,Spring
2023-06-20,West,Wholesale,SKU_456,2562,128100,0,Spring
2023-06-21,Northeast,Retail,SKU_123,1174,46960,1,Spring
2023-06-21,West,Wholesale,SKU_456,2548,127400,1,Spring
2023-06-22,Northeast,Retail,SKU_123,1160,46400,0,Spring
2023-06-22,West,Wholesale,SKU_456,4074,203700,0,Spring
2023-06-23,Northeast,Retail,SKU_123,1549,61960,0,Spring
2023-06-23,West,Wholesale,SKU_456,3614,180700,0,Spring
2023-06-24,Northeast,Retail,SKU_123,1763,70520,0,Spring
2023-06-24,West,Wholesale,SKU_456,3016,150800,0,Spring
2023-06-25,Northeast,Retail,SKU_123,994,39760,0,Spring
2023-06-25,West,Wholesale,SKU_456,2255,112750,0,Spring
2023-06-26,Northeast,Retail,SKU_123,2060,82400,1,Spring
2023-06-26,West,Wholesale,SKU_456,2147,107350,0,Spring
2023-06-27,Northeast,Retail,SKU_123,1234,49360,1,Spring
2023-06-27,West,Wholesale,SKU_456,3005,150250,1,Spring
2023-06-28,Northeast,Retail,SKU_123,952,38080,1,Spring
2023-06-28,West,Wholesale,SKU_456,4932,246600,0,Spring
2023-06-29,Northeast,Retail,SKU_123,1737,69480,0,Spring
2023-06-29,West,Wholesale,SKU_456,5073,253650,0,Spring
2023-06-30,Northeast,Retail,SKU_123,1957,78280,0,Spring
2023-06-30,West,Wholesale,SKU_456,3147,157350,1,Spring
2023-07-01,Northeast,Retail,SKU_123,2532,101280,1,Summer
2023-07-01,West,Wholesale,SKU_456,3220,161000,0,Summer
2023-07-02,Northeast,Retail,SKU_123,2171,86840,1,Summer
2023-07-02,West,Wholesale,SKU_456,5226,261300,0,Summer
2023-07-03,Northeast,Retail,SKU_123,904,36160,0,Summer
2023-07-03,West,Wholesale,SKU_456,2487,124350,0,Summer
2023-07-04,Northeast,Retail,SKU_123,1373,54920,0,Summer
2023-07-04,West,Wholesale,SKU_456,4544,227200,0,Summer
2023-07-05,Northeast,Retail,SKU_123,554,22160,0,Summer
2023-07-05,West,Wholesale,SKU_456,3262,163100,1,Summer
2023-07-06,Northeast,Retail,SKU_123,434,17360,0,Summer
2023-07-06,West,Wholesale,SKU_456,2159,107950,0,Summer
2023-07-07,Northeast,Retail,SKU_123,1124,44960,0,Summer
2023-07-07,West,Wholesale,SKU_456,2772,138600,0,Summer
2023-07-08,Northeast,Retail,SKU_123,1791,71640,1,Summer
2023-07-08,West,Wholesale,SKU_456,3547,177350,0,Summer
2023-07-09,Northeast,Retail,SKU_123,1255,50200,0,Summer
2023-07-09,West,Wholesale,SKU_456,2707,135350,0,Summer
2023-07-10,Northeast,Retail,SKU_123,1359,54360,0,Summer
2023-07-10,West,Wholesale,SKU_456,2817,140850,0,Summer
2023-07-11,Northeast,Retail,SKU_123,1853,74120,0,Summer
2023-07-11,West,Wholesale,SKU_456,4127,206350,1,Summer
2023-07-12,Northeast,Retail,SKU_123,2004,80160,1,Summer
2023-07-12,West,Wholesale,SKU_456,3932,196600,0,Summer
2023-07-13,Northeast,Retail,SKU_123,1173,46920,0,Summer
2023-07-13,West,Wholesale,SKU_456,2059,102950,0,Summer
2023-07-14,Northeast,Retail,SKU_123,1298,51920,1,Summer
2023-07-14,West,Wholesale,SKU_456,3472,173600,0,Summer
2023-07-15,Northeast,Retail,SKU_123,2137,85480,0,Summer
2023-07-15,West,Wholesale,SKU_456,1682,84100,0,Summer
2023-07-16,Northeast,Retail,SKU_123,1014,40560,0,Summer
2023-07-16,West,Wholesale,SKU_456,3451,172550,0,Summer
2023-07-17,Northeast,Retail,SKU_123,191,7640,0,Summer
2023-07-17,West,Wholesale,SKU_456,2697,134850,0,Summer
2023-07-18,Northeast,Retail,SKU_123,1448,57920,1,Summer
2023-07-18,West,Wholesale,SKU_456,2526,126300,0,Summer
2023-07-19,Northeast,Retail,SKU_123,788,31520,0,Summer
2023-07-19,West,Wholesale,SKU_456,3886,194300,0,Summer
2023-07-20,Northeast,Retail,SKU_123,1697,67880,0,Summer
2023-07-20,West,Wholesale,SKU_456,2425,121250,0,Summer
2023-07-21,Northeast,Retail,SKU_123,1510,60400,1,Summer
2023-07-21,West,Wholesale,SKU_456,3217,160850,1,Summer
2023-07-22,Northeast,Retail,SKU_123,1352,54080,0,Summer
2023-07-22,West,Wholesale,SKU_456,4595,229750,0,Summer
2023-07-23,Northeast,Retail,SKU_123,1407,56280,0,Summer
2023-07-23,West,Wholesale,SKU_456,2390,119500,0,Summer
2023-07-24,Northeast,Retail,SKU_123,1244,49760,1,Summer
2023-07-24,West,Wholesale,SKU_456,2589,129450,1,Summer
2023-07-25,Northeast,Retail,SKU_123,725,29000,0,Summer
2023-07-25,West,Wholesale,SKU_456,4770,238500,1,Summer
2023-07-26,Northeast,Retail,SKU_123,1813,72520,1,Summer
2023-07-26,West,Wholesale,SKU_456,3200,160000,0,Summer
2023-07-27,Northeast,Retail,SKU_123,1325,53000,0,Summer
2023-07-27,West,Wholesale,SKU_456,2449,122450,1,Summer
2023-07-28,Northeast,Retail,SKU_123,1878,75120,1,Summer
